,Property_Name,Property Title,Price,Location,Total_Area(SQFT),Price_per_SQFT,Description,Total_Rooms,Balcony,city,property_type,BHK
5117,"Sevvapet, Chennai","3 BHK Independent House for sale in Sevvapet, Chennai",6500000.0,"Sevvapet, Chennai",1500,4330.0,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Chennai's top location, Sevvapet. The property price of this unit is Rs 65.0 L. Monthly maintenance costs Rs 100. The carpet area of this unit is 1276 Square feet. The built-up area is 1500 Square feet. There are 3 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to MAT School, Gvt High School, and Govt Primary School",3,No,Chennai,House,3
5118,"Sevvapet, Chennai","3 BHK Independent House for sale in Sevvapet, Chennai",6500000.0,"Sevvapet, Chennai",1276,5090.0,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Chennai's top location, Sevvapet. The property price of this unit is Rs 65.0 L. Monthly maintenance costs Rs 100. The built-up area is 1276 Square feet. There are 3 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to MAT School, Gvt High School, and Govt Primary School",3,Yes,Chennai,House,3
5119,Nova Meridian,"2 BHK Flat for sale in Ambattur Industrial Estate, Chennai",8300000.0,"Nolambur, Ambattur Industrial Estate,Chennai",1052,7890.0,"ON ROAD 2BHK Flat for Sale at Mogappair West. 2 Bedroom, Hall, Kitchen, 2 Bathroom, Balcony Special offer If we collected 20 % amount collected =10 gram gold coin Processing fees free  Patta charges free Legal charges worth 50000 free One year maintenance free for apartments Site Visit Please Call Me Spot Buyers Price Negotiable Available More About This Property One of the finest property in Mogappair is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 3 storeyed building. The price of this Apartment is Rs 83.0 L. Other c...",3,Yes,Chennai,Flat,2
5120,Fomra Hues,"2 BHK Flat for sale in Porur, Chennai",8000000.0,"Gandhi Nagar, Porur,Chennai",1122,7130.0,"Check out this 2 BHK Apartment for sale in Porur, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Porur is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 5. The total number of floors in this project is 8. The property's price is Rs 80.0 L. Residents in this property pay Rs 3000 towards maintenance. This property is a modern-day abode, with 1122 Square feet built-up area. The unit has 2 bedrooms ...",3,Yes,Chennai,Flat,2
5121,"Vengabakkam, Chennai","3 BHK Independent House for sale in Vengabakkam, Chennai",8500000.0,"Vengabakkam, Chennai",1650,5150.0,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Chennai's top location, Vengabakkam. The property price of this unit is Rs 85.0 L. The built-up area is 1650 Square feet",3,Yes,Chennai,House,3
5122,S and P Living Spaces,"1 BHK Flat for sale in Kil Ayanambakkam, Chennai",3000000.0,"Agraharam, Kil Ayanambakkam,Chennai",573,5240.0,"1 BHK Apartment for sale in Kil Ayanambakkam, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kil Ayanambakkam which is a promising investment destination in Chennai. This might be your chance to grab the best 1 BHK property for sale in Kil Ayanambakkam. The property is on floor 4 and the total number of floors is 4. This 1 BHK Apartment is available at a reasonable price of Rs 30.0 L. Residents also need to pay maintenance charges of Rs 1500. The built-up area is 573 Square feet. This property has provision for 1...",2,No,Chennai,Flat,1
5123,"N tree,Vayalur, Chennai","2 BHK Villa for sale in Vayalur, Chennai",3400000.0,"N tree,Vayalur, Chennai",1100,3090.0,"Looking for a good 2 BHK Villa in Vayalur, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. This Villa is available for Rs 34.0 L. This modern unit has a built-up area of 1100 Square feet. The carpet area of this Villa is 600 Square feet. There are 2 bedrooms and 1 bathroom",3,Yes,Chennai,Villa,2
5124,"Blue Coastal Resort ,Kadalur, Chennai","2 BHK Villa for sale in Kadalur, Chennai",3800000.0,"Blue Coastal Resort ,Kadalur, Chennai",1032,3680.0,"2 BHK Villa for sale in Chennai. This property is in Kadalur, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. The price of the Villa is Rs 38.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1032 Square feet. The carpet area is 810 Square feet. It has 2 bathroom and 2 bedrooms",3,No,Chennai,Villa,2
5125,"Rathinamangalam ,Rathinamangalam, Chennai","4 BHK Independent House for sale in Rathinamangalam, Chennai",7300000.0,"Rathinamangalam ,Rathinamangalam, Chennai",1620,4510.0,"One of the finest property in Rathinamangalam is now available for sale. This is a 4 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 73.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 1620 Square feet. There are 4 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Government Higher Secondary School, Government School, and Colours Indian School. It is also close to good and r...",3,Yes,Chennai,House,4
5126,"Maruthi enclave ,Kattur, Chennai","2 BHK Flat for sale in Kattur, Chennai",4500000.0,"Maruthi enclave ,Kattur, Chennai",780,5770.0,One of the finest property in Kattur is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 2 storeyed building. The price of this Apartment is Rs 45.0 L. This Apartment is spacious with a built-up area of 780 Square feet. The carpet area is 615 Square feet. It is a West-facing property with a good view. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Mailai Elemantary School,2,Yes,Chennai,Flat,2
5127,"Thirukovilur, Chennai","2 BHK Independent House for sale in Thirukovilur, Chennai",3200000.0,"Thirukovilur, Chennai",725,4410.0,"A 2 BHK Independent House for sale in Thirukovilur, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Thirukovilur's most desired properties. Contact now for more information. The price of this Independent House is Rs 32.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 725 Square feet. This East-facing property has an excellent view. There are 2 bedrooms. There is provision for 3 bathroom",2,No,Chennai,House,2
5128,Arun Excello Compact Homes Sankara by Arun Excello Homes Pvt Ltd,"2 BHK Flat for sale in Mambakkam-Chengalpattu , Chennai",4000000.0,"Mambakkam-Chengalpattu , Chennai",870,4600.0,"Check out this 2 BHK Apartment for sale in Mambakkam, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Mambakkam is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 4. The property's price is Rs 42.0 L. Residents in this property pay Rs 1000 towards maintenance. This property is a modern-day abode, with 870 Square feet built-up area. The unit has 2 be...",3,No,Chennai,Flat,2
5129,"Poonga Nagar, Thiruvallur,Chennai","3 BHK Independent House for sale in Thiruvallur, Chennai",7500000.0,"Poonga Nagar, Thiruvallur,Chennai",1600,4690.0,"Looking for a good 3 BHK Independent House in Thiruvallur, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 75.0 L. This modern unit has a built-up area of 1600 Square feet. The carpet area of this Independent House is 429 Square feet. There are 3 bedrooms and 4 bathroom. Established schools, such as Putlur Panjayat Middle School, Ramapuram Primary School, and Putlur Panjayat Primary School are also close-by",3,No,Chennai,House,3
5130,Thiru S Kaviya Gardens Dream Homes,"2 BHK Flat for sale in Athipatttu, Chennai",4620000.0,"Athipatttu, Chennai",840,5500.0,"Looking for a 2 BHK Apartment for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Athipatttu. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 3 floors. This Apartment is available at a reasonable price of Rs 46.2 L. Maintenance charges in this property is Rs 100. The built up area of this property is 840 Square feet. There are 2 bedrooms and 2 bathroom",3,Yes,Chennai,Flat,2
5131,"ungal kanavu illam,Melakottaiyur, Chennai","2 BHK Flat for sale in Melakottaiyur, Chennai",2500000.0,"ungal kanavu illam,Melakottaiyur, Chennai",650,3850.0,"2 BHK Apartment for sale in Kovilancheri, Chennai. This 2 BHK unit is available in Kovilancheri and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kovilancheri. It is on floor 4. The total number of floors is 5. The price of this Apartment is Rs 25.0 L. Residents in this project also pay monthly maintenance charges of Rs 200. It is a good, spacious Apartment unit with carpet area of 650 Square feet. The built-up area is 650 Square feet. There are 2 bedroom...",2,Yes,Chennai,Flat,2
5132,Arun Excello Temple Green Heights,"1 RK Flat for sale in Oragadam Sriperambattur, Chennai",1900000.0,"Oragadam Sriperambattur, Chennai",575,3300.0,"Check out this 1 RK Apartment for sale in Valathancheri, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 1 RK Apartment is perfect for a modern-day lifestyle. Valathancheri is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 8. The total number of floors in this project is 11. The property's price is Rs 19.0 L. Residents in this property pay Rs 1500 towards maintenance. This property is a modern-day abode, with 575 Square feet built-up area. The unit h...",2,Yes,Chennai,Flat,1
5133,"Alex flat,Ponni Nagar, Madhanandapuram,Chennai","1 RK Flat for sale in Madhanandapuram, Chennai",2700000.0,"Alex flat,Ponni Nagar, Madhanandapuram,Chennai",1500,1800.0,"Best 1 RK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 RK property for sale in one of Chennai's top location, Madhanandapuram. It is situated on floor 1. The total number of floors in this Apartment is 2. The property price of this unit is Rs 27.0 L. Monthly maintenance costs Rs 600. The carpet area of this unit is 562 Square feet. The built-up area is 1500 Square feet. There are 1 bedroom and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Maharishi Vidya Mandir, Narayana E Tech...",3,No,Chennai,Flat,1
5134,"jasmine springs,Kelambakkam, Chennai","Studio Flat for sale in Kelambakkam, Chennai",1700000.0,"jasmine springs,Kelambakkam, Chennai",302,5630.0,"Studio Apartment for sale in Kelambakkam, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kelambakkam which is a promising investment destination in Chennai. This might be your chance to grab the best Studio property for sale in Kelambakkam. The property is on floor 7 and the total number of floors is 14. This Studio Apartment is available at a reasonable price of Rs 17.0 L. The built-up area is 302 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Chettinad He...",1,Yes,Chennai,Flat,
5135,"Thirumudivakkam, Chennai","2 BHK Independent House for sale in Thirumudivakkam, Chennai",9000000.0,"Thirumudivakkam, Chennai",2000,4500.0,"Looking for a 2 BHK Independent House for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Thirumudivakkam. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 90.0 L. The built up area of this property is 2000 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Sree Shanthi Anand Vidyalaya, Jain Public School, and Panchayat Union Elementary school. Medical facility is also close at hand with names like Kundrat...",3,Yes,Chennai,House,2
5136,"Vengadamangalam, Chennai","4 BHK Independent House for sale in Vengadamangalam, Chennai",9500000.0,"Vengadamangalam, Chennai",1800,5280.0,"Check out this 4 BHK Independent House for sale in Vengadamangalam, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 4 BHK Independent House is perfect for a modern-day lifestyle. Vengadamangalam is a promising location in Chennai and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 95.0 L. This property is a modern-day abode, with 1800 Square feet built-up area. The carpet-area is 600 Square feet. The unit has 4 bedrooms and 5 bathroom. Educational institutions are closeby wi...",3,Yes,Chennai,House,4
5137,Madhulika,"2 BHK Flat for sale in Oragadam Sriperambattur, Chennai",2100000.0,"Oragadam Sriperambattur, Chennai",690,3040.0,"2 BHK Apartment for sale in Nariyambakkam, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Nariyambakkam which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Nariyambakkam. The property is on floor 2 and the total number of floors is 2. The built-up area is 690 Square feet. This property has provision for 1 bathroom. This property is auspiciously built and is West-facing. The city's best schools like Sri Krishna Engineering College - CSE bloc...",2,No,Chennai,Flat,2
5138,"Blue Coastal Resort ,Kadalur, Chennai","2 BHK Villa for sale in Kadalur, Chennai",3800000.0,"Blue Coastal Resort ,Kadalur, Chennai",1032,3680.0,"2 BHK Villa for sale in Chennai. This property is in Kadalur, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. The price of the Villa is Rs 38.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1032 Square feet. The carpet area is 810 Square feet. It has 2 bathroom and 2 bedrooms",3,Yes,Chennai,Villa,2
5139,"VGN AVIV ,Thiruthani, Chennai","2 BHK Flat for sale in Thiruthani, Chennai",6000000.0,"VGN AVIV ,Thiruthani, Chennai",1171,5120.0,"A 2 BHK Apartment for sale in Kamarajar Nagar, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Kamarajar Nagar's most desired properties. Contact now for more information. This 2 BHK unit is on floor 2. There are 3 floors in this property. The price of this Apartment is Rs 60.0 L. Maintenance charges come to Rs 1000. Each unit has a built-up area of 1171 Square feet. There are 2 bedrooms",3,No,Chennai,Flat,2
5140,L&T Eden Park - Almond,"2 BHK Flat for sale in Siruseri, Chennai",7000000.0,"Siruseri, Chennai",1200,5830.0,"Property for sale in Siruseri, Chennai. This 2 BHK Apartment is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 2. The total number of floors in this building is 10. This Apartment's price is Rs 70.0 L. Homebuyers will also need to pay Rs 2500 towards maintenance. This Apartment is a spacious unit, with carpet area of 1000 Square feet and is ideal for families. The built-up area is 1200 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous...",3,No,Chennai,Flat,2
5141,"sbioa,Mambakkam-Chengalpattu , Chennai","3 BHK Flat for sale in Mambakkam-Chengalpattu , Chennai",7000000.0,"sbioa,Mambakkam-Chengalpattu , Chennai",1521,4600.0,"A 3 BHK Apartment for sale in Mambakkam, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Mambakkam's most desired properties. Contact now for more information. This 3 BHK unit is on floor 8. There are 15 floors in this property. The price of this Apartment is Rs 70.0 L. Each unit has a built-up area of 1521 Square feet. There are 3 bedrooms. This residential property is near Vellamal Global School, Velammal Vidyashram, and Maharishi Vidya Mandir. It is also close to Kathir Memorial Hospital",3,No,Chennai,Flat,3
5142,Aakam Courtyard Hygrevar by Aakam Builders,"2 BHK Flat for sale in Chettipunyam, Chennai",3200000.0,"Chettipunyam, Chennai",919,3480.0,One of the finest property in Chettipunyam is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 4 storeyed building. The price of this Apartment is Rs 32.0 L. This Apartment is spacious with a built-up area of 919 Square feet. This property ensures you are a quick distance away from the city's best schools such as Government School. It is also close to good and reputed hospitals like JSP Hospital and Parvathy Jeevan Hospital,3,Yes,Chennai,Flat,2
5143,"ambal house,Sevlimedu, Chennai","2 BHK Flat for sale in Sevlimedu, Chennai",4200000.0,"ambal house,Sevlimedu, Chennai",1060,3960.0,"Property for sale in Kanchipuram, Kanchipuram. This 2 BHK Apartment is located in Kanchipuram's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 3. This Apartment's price is Rs 42.0 L. Homebuyers will also need to pay Rs 800 towards maintenance. The built-up area is 1060 Square feet. The property has 2 bedrooms and 2 bathroom. This residential building in Kanchipuram, Kanchipuram has lift facility. This Apartment is strategically located within close distance of famous healthcare centr...",3,Yes,Chennai,Flat,2
5144,Artha Meadows,"2 BHK Villa for sale in Appur R.F., Chennai",5500000.0,"Appur R.F., Chennai",910,6040.0,"Best 2 BHK Villa for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Chennai's top location, Appur R.F.. The property price of this unit is Rs 55.0 L. Monthly maintenance costs Rs 1600. The carpet area of this unit is 875 Square feet. The built-up area is 910 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Kolathur School",3,No,Chennai,Villa,2
